Year,Geography,Type of work,Occupation,Sex,Age group,GeoCode,Value
2023,Quebec,Full-time employees,"Total employees, all occupations",Both sexes,55 years and over,24,33.78
2023,Quebec,Full-time employees,"Total employees, all occupations",Males,15 years and over,24,35.61
2023,Quebec,Full-time employees,"Total employees, all occupations",Males,15 to 24 years,24,22.88
2023,Quebec,Full-time employees,"Total employees, all occupations",Males,25 to 54 years,24,37.21
2023,Quebec,Full-time employees,"Total employees, all occupations",Males,55 years and over,24,35.28
2023,Quebec,Full-time employees,"Total employees, all occupations",Females,15 years and over,24,32.87
2023,Quebec,Full-time employees,"Total employees, all occupations",Females,15 to 24 years,24,22.19
2023,Quebec,Full-time employees,"Total employees, all occupations",Females,25 to 54 years,24,34.21
2023,Quebec,Full-time employees,"Total employees, all occupations",Females,55 years and over,24,31.76
2023,Quebec,Full-time employees,Management occupations,Both sexes,15 years and over,24,54.62
2023,Quebec,Full-time employees,Management occupations,Both sexes,15 to 24 years,24,22.19
2023,Quebec,Full-time employees,Management occupations,Both sexes,25 to 54 years,24,54.47
2023,Quebec,Full-time employees,Management occupations,Both sexes,55 years and over,24,56.76
2023,Quebec,Full-time employees,Management occupations,Males,15 years and over,24,56.18
2023,Quebec,Full-time employees,Management occupations,Males,15 to 24 years,24,
2023,Quebec,Full-time employees,Management occupations,Males,25 to 54 years,24,55.83
2023,Quebec,Full-time employees,Management occupations,Males,55 years and over,24,58.25
2023,Quebec,Full-time employees,Management occupations,Females,15 years and over,24,52.36
2023,Quebec,Full-time employees,Management occupations,Females,15 to 24 years,24,
2023,Quebec,Full-time employees,Management occupations,Females,25 to 54 years,24,52.55
2023,Quebec,Full-time employees,Management occupations,Females,55 years and over,24,54.2
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Both sexes,15 years and over,24,32.82
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Both sexes,15 to 24 years,24,25.23
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Both sexes,25 to 54 years,24,33.53
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Both sexes,55 years and over,24,32.21
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Males,15 years and over,24,35.01
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Males,15 to 24 years,24,25.9
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Males,25 to 54 years,24,35.91
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Males,55 years and over,24,34.69
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Females,15 years and over,24,31.93
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Females,15 to 24 years,24,24.84
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Females,25 to 54 years,24,32.54
2023,Quebec,Full-time employees,"Business, finance and administration occupations, except management",Females,55 years and over,24,31.4
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 years and over,24,42.48
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 to 24 years,24,25.35
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,25 to 54 years,24,42.79
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,55 years and over,24,48.11
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Males,15 years and over,24,43.6
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Males,15 to 24 years,24,25.47
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Males,25 to 54 years,24,44.02
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Males,55 years and over,24,48.08
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Females,15 years and over,24,38.73
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Females,15 to 24 years,24,25.03
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Females,25 to 54 years,24,38.86
2023,Quebec,Full-time employees,"Natural and applied sciences and related occupations, except management",Females,55 years and over,24,48.29
2023,Quebec,Full-time employees,"Health occupations, except management",Both sexes,15 years and over,24,33.9
2023,Quebec,Full-time employees,"Health occupations, except management",Both sexes,15 to 24 years,24,24.72
2023,Quebec,Full-time employees,"Health occupations, except management",Both sexes,25 to 54 years,24,34.96
2023,Quebec,Full-time employees,"Health occupations, except management",Both sexes,55 years and over,24,32.65
2023,Quebec,Full-time employees,"Health occupations, except management",Males,15 years and over,24,34.44
2023,Quebec,Full-time employees,"Health occupations, except management",Males,15 to 24 years,24,24.37
2023,Quebec,Full-time employees,"Health occupations, except management",Males,25 to 54 years,24,34.69
2023,Quebec,Full-time employees,"Health occupations, except management",Males,55 years and over,24,36.68
2023,Quebec,Full-time employees,"Health occupations, except management",Females,15 years and over,24,33.79
2023,Quebec,Full-time employees,"Health occupations, except management",Females,15 to 24 years,24,24.78
2023,Quebec,Full-time employees,"Health occupations, except management",Females,25 to 54 years,24,35.01
2023,Quebec,Full-time employees,"Health occupations, except management",Females,55 years and over,24,31.52
2023,Quebec,Full-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,24,38.67
