Year,Géographie,Industrie,GeoCode,Value
2016,Canada,Fabrication de boissons et de produits du tabac,,0.23
2016,Canada,Fabrication de boissons,,0.22
2016,Canada,Fabrication du tabac,,0.02
2016,Canada,Fabrication de produits du cannabis,,
2016,Canada,Usines de textiles,,0.05
2016,Canada,"Usines de fibres, de filés et de fils",,0.01
2016,Canada,Usines de tissus,,0.03
2016,Canada,Finissage de textiles et de tissus et revêtement de tissus,,0.01
2016,Canada,Usines de produits textiles,,0.06
2016,Canada,Usines de textiles domestiques,,0.02
2016,Canada,Usines d'autres produits textiles,,0.04
2016,Canada,Apparel manufacturing,,0.12
2016,Canada,Apparel knitting mills,,0.01
2016,Canada,Fabrication de vêtements coupés-cousus,,0.1
2016,Canada,Fabrication d'accessoires vestimentaires et d'autres vêtements,,0.01
2016,Canada,Fabrication de produits en cuir et de produits analogues,,0.02
2016,Canada,Tannage et finissage du cuir et des peaux,,0.0
2016,Canada,Fabrication de chaussures,,0.01
2016,Canada,Fabrication d'autres produits en cuir et produits analogues,,0.01
2016,Canada,Fabrication du papier,,0.33
2016,Canada,"Usines de pâte à papier, de papier et de carton",,0.15
2016,Canada,Fabrication de produits en papier transformé,,0.19
2016,Canada,Impression et activités connexes de soutien,,0.31
2016,Canada,Fabrication de produits du pétrole et du charbon,,0.12
2016,Canada,Fabrication de produits chimiques,,0.56
2016,Canada,Fabrication de produits chimiques de base,,0.07
2016,Canada,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",,0.04
2016,Canada,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",,0.05
2016,Canada,Fabrication de produits pharmaceutiques et de médicaments,,0.18
2016,Canada,"Fabrication de peintures, de revêtements et d'adhésifs",,0.05
2016,Canada,"Fabrication de savons, de détachants et de produits de toilette",,0.1
2016,Canada,Fabrication d'autres produits chimiques,,0.07
2016,Canada,Fabrication de produits en plastique et en caoutchouc,,0.62
2016,Canada,Fabrication de produits en plastique,,0.51
2016,Canada,Fabrication de produits en caoutchouc,,0.11
2016,Canada,Biens durables,,5.49
2016,Canada,Fabrication de produits en bois,,0.58
2016,Canada,Scieries et préservation du bois,,0.23
2016,Canada,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",,0.11
2016,Canada,Fabrication d'autres produits en bois,,0.24
2016,Canada,Fabrication de produits minéraux non métalliques,,0.31
2016,Canada,Fabrication de produits en argile et produits réfractaires,,0.01
2016,Canada,Fabrication de verre et de produits en verre,,0.05
2016,Canada,Fabrication de ciment et de produits en béton,,0.18
2016,Canada,Fabrication de chaux et de produits en gypse,,0.01
2016,Canada,Fabrication d'autres produits minéraux non métalliques,,0.06
2016,Canada,Première transformation des métaux,,0.34
2016,Canada,Sidérurgie,,0.1
2016,Canada,Fabrication de produits en acier à partir d'acier acheté,,0.04
2016,Canada,Production et transformation d'alumine et d'aluminium,,0.06
2016,Canada,Production et transformation de métaux non ferreux (sauf l'aluminium),,0.08
2016,Canada,Fonderies,,0.06
2016,Canada,Fabrication de produits métalliques,,0.95
2016,Canada,Forgeage et estampage,,0.04
2016,Canada,Fabrication de coutellerie et d'outils à main,,0.02
2016,Canada,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,,0.37
2016,Canada,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",,0.07
2016,Canada,Fabrication d'articles de quincaillerie,,0.03
2016,Canada,Fabrication de ressorts et de produits en fil métallique,,0.03
2016,Canada,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",,0.2
2016,Canada,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",,0.07
2016,Canada,Fabrication d'autres produits métalliques,,0.13
2016,Canada,Fabrication de machines,,0.8
2016,Canada,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",,0.17
2016,Canada,Fabrication de machines industrielles,,0.09
2016,Canada,Fabrication de machines pour le commerce et les industries de services,,0.09
2016,Canada,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",,0.09
2016,Canada,Fabrication de machines-outils pour le travail du métal,,0.13
2016,Canada,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",,0.04
2016,Canada,Fabrication d'autres machines d'usage général,,0.18
2016,Canada,Fabrication de produits informatiques et électroniques,,0.34
2016,Canada,Fabrication de matériel informatique et périphérique,,0.03
2016,Canada,Fabrication de matériel de communication,,0.08
2016,Canada,Fabrication de matériel audio et vidéo,,0.01
2016,Canada,Fabrication de semi-conducteurs et d'autres composants électroniques,,0.09
2016,Canada,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",,0.12
2016,Canada,Fabrication et reproduction de supports magnétiques et optiques,,0.01
2016,Canada,"Fabrication de matériel, d'appareils et de composants électriques",,0.2
2016,Canada,Fabrication de matériel électrique d'éclairage,,0.03
2016,Canada,Fabrication d'appareils ménagers,,0.01
2016,Canada,Fabrication de matériel électrique,,0.09
2016,Canada,Fabrication d'autres types de matériel et de composants électriques,,0.07
2016,Canada,,,1.2
2016,Canada,Fabrication de véhicules automobiles,,0.27
2016,Canada,Fabrication de carrosseries et de remorques de véhicules automobiles,,0.08
2016,Canada,Fabrication de pièces pour véhicules automobiles,,0.45
2016,Canada,Fabrication de produits aérospatiaux et de leurs pièces,,0.29
2016,Canada,Fabrication de matériel ferroviaire roulant,,0.02
2016,Canada,Construction de navires et d'embarcations,,0.05
2016,Canada,Fabrication d'autres types de matériel de transport,,0.05
2016,Canada,Fabrication de meubles et de produits connexes,,0.41
2016,Canada,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,,0.25
2016,Canada,Fabrication de meubles de bureau (y compris les articles d'ameublement),,0.13
2016,Canada,Fabrication d'autres produits connexes aux meubles,,0.03
2016,Canada,Activités diverses de fabrication,,0.35
2016,Canada,Fabrication de fournitures et de matériel médicaux,,0.11
2016,Canada,Autres activités diverses de fabrication,,0.24
2016,Terre-Neuve-et-Labrador,Total de l’industrie manufacturière,10,5.45
2016,Terre-Neuve-et-Labrador,Biens non durables,10,4.28
2016,Terre-Neuve-et-Labrador,Fabrication d’aliments,10,3.26
2016,Terre-Neuve-et-Labrador,Fabrication d'aliments pour animaux,10,
2016,Terre-Neuve-et-Labrador,Mouture de grains céréaliers et de graines oléagineuses,10,
2016,Terre-Neuve-et-Labrador,Fabrication de sucre et de confiseries,10,
2016,Terre-Neuve-et-Labrador,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits laitiers,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits de viande,10,
2016,Terre-Neuve-et-Labrador,Préparation et conditionnement de poissons et de fruits de mer,10,2.71
2016,Terre-Neuve-et-Labrador,Boulangeries et fabrication de tortillas,10,0.13
2016,Terre-Neuve-et-Labrador,Fabrication d'autres aliments,10,
2016,Terre-Neuve-et-Labrador,Fabrication de boissons et de produits du tabac,10,0.2
2016,Terre-Neuve-et-Labrador,Fabrication de boissons,10,
2016,Terre-Neuve-et-Labrador,Fabrication du tabac,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits du cannabis,10,
2016,Terre-Neuve-et-Labrador,Usines de textiles,10,
2016,Terre-Neuve-et-Labrador,"Usines de fibres, de filés et de fils",10,
2016,Terre-Neuve-et-Labrador,Usines de tissus,10,
2016,Terre-Neuve-et-Labrador,Finissage de textiles et de tissus et revêtement de tissus,10,
2016,Terre-Neuve-et-Labrador,Usines de produits textiles,10,
2016,Terre-Neuve-et-Labrador,Usines de textiles domestiques,10,
2016,Terre-Neuve-et-Labrador,Usines d'autres produits textiles,10,
2016,Terre-Neuve-et-Labrador,Apparel manufacturing,10,
2016,Terre-Neuve-et-Labrador,Apparel knitting mills,10,
2016,Terre-Neuve-et-Labrador,Fabrication de vêtements coupés-cousus,10,
2016,Terre-Neuve-et-Labrador,Fabrication d'accessoires vestimentaires et d'autres vêtements,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en cuir et de produits analogues,10,
2016,Terre-Neuve-et-Labrador,Tannage et finissage du cuir et des peaux,10,
2016,Terre-Neuve-et-Labrador,Fabrication de chaussures,10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres produits en cuir et produits analogues,10,
2016,Terre-Neuve-et-Labrador,Fabrication du papier,10,
2016,Terre-Neuve-et-Labrador,"Usines de pâte à papier, de papier et de carton",10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en papier transformé,10,
2016,Terre-Neuve-et-Labrador,Impression et activités connexes de soutien,10,0.09
2016,Terre-Neuve-et-Labrador,Fabrication de produits du pétrole et du charbon,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits chimiques,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits chimiques de base,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",10,
2016,Terre-Neuve-et-Labrador,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits pharmaceutiques et de médicaments,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de peintures, de revêtements et d'adhésifs",10,
2016,Terre-Neuve-et-Labrador,"Fabrication de savons, de détachants et de produits de toilette",10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres produits chimiques,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en plastique et en caoutchouc,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en plastique,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en caoutchouc,10,
2016,Terre-Neuve-et-Labrador,Biens durables,10,1.17
2016,Terre-Neuve-et-Labrador,Fabrication de produits en bois,10,0.18
2016,Terre-Neuve-et-Labrador,Scieries et préservation du bois,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres produits en bois,10,0.07
2016,Terre-Neuve-et-Labrador,Fabrication de produits minéraux non métalliques,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en argile et produits réfractaires,10,
2016,Terre-Neuve-et-Labrador,Fabrication de verre et de produits en verre,10,
2016,Terre-Neuve-et-Labrador,Fabrication de ciment et de produits en béton,10,0.13
2016,Terre-Neuve-et-Labrador,Fabrication de chaux et de produits en gypse,10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres produits minéraux non métalliques,10,
2016,Terre-Neuve-et-Labrador,Première transformation des métaux,10,
2016,Terre-Neuve-et-Labrador,Sidérurgie,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits en acier à partir d'acier acheté,10,
2016,Terre-Neuve-et-Labrador,Production et transformation d'alumine et d'aluminium,10,
2016,Terre-Neuve-et-Labrador,Production et transformation de métaux non ferreux (sauf l'aluminium),10,
2016,Terre-Neuve-et-Labrador,Fonderies,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits métalliques,10,0.18
2016,Terre-Neuve-et-Labrador,Forgeage et estampage,10,
2016,Terre-Neuve-et-Labrador,Fabrication de coutellerie et d'outils à main,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",10,
2016,Terre-Neuve-et-Labrador,Fabrication d'articles de quincaillerie,10,
2016,Terre-Neuve-et-Labrador,Fabrication de ressorts et de produits en fil métallique,10,
2016,Terre-Neuve-et-Labrador,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",10,
2016,Terre-Neuve-et-Labrador,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres produits métalliques,10,
2016,Terre-Neuve-et-Labrador,Fabrication de machines,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",10,
2016,Terre-Neuve-et-Labrador,Fabrication de machines industrielles,10,
2016,Terre-Neuve-et-Labrador,Fabrication de machines pour le commerce et les industries de services,10,
2016,Terre-Neuve-et-Labrador,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",10,
2016,Terre-Neuve-et-Labrador,Fabrication de machines-outils pour le travail du métal,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres machines d'usage général,10,
2016,Terre-Neuve-et-Labrador,Fabrication de produits informatiques et électroniques,10,
2016,Terre-Neuve-et-Labrador,Fabrication de matériel informatique et périphérique,10,
2016,Terre-Neuve-et-Labrador,Fabrication de matériel de communication,10,
2016,Terre-Neuve-et-Labrador,Fabrication de matériel audio et vidéo,10,
2016,Terre-Neuve-et-Labrador,Fabrication de semi-conducteurs et d'autres composants électroniques,10,
2016,Terre-Neuve-et-Labrador,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",10,
2016,Terre-Neuve-et-Labrador,Fabrication et reproduction de supports magnétiques et optiques,10,
2016,Terre-Neuve-et-Labrador,"Fabrication de matériel, d'appareils et de composants électriques",10,0.02
2016,Terre-Neuve-et-Labrador,Fabrication de matériel électrique d'éclairage,10,
2016,Terre-Neuve-et-Labrador,Fabrication d'appareils ménagers,10,
2016,Terre-Neuve-et-Labrador,Fabrication de matériel électrique,10,
2016,Terre-Neuve-et-Labrador,Fabrication d'autres types de matériel et de composants électriques,10,
2016,Terre-Neuve-et-Labrador,,10,0.22
2016,Terre-Neuve-et-Labrador,Fabrication de véhicules automobiles,10,
